Codigo foto	Carpeta/Subcarpeta	Camara usada	Fecha	Familia	Genero	Especie	Código/ ID del individuo*	Descripcion o Ubicacion	Quebrada-transecto	Colectores	Metodo de captura	file_name	Nombre cientifico
DSC_0302-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Phenacogaster	napoatilis	CV1-185	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0302-MAP1.JPG	
DSC_0303-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Loricariidae	Limatulichthys	griseus	CV2-471	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0303-KATP3.JPG	
DSC_0303-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Phenacogaster	napoatilis	CV1-186	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0303-MAP1.JPG	
DSC_0304-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Loricariidae	Limatulichthys	griseus	CV2-472	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0304-KATP3.JPG	
DSC_0304-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Moenkhausia	collettii	CV1-187	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0304-MAP1.JPG	
DSC_0305-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Loricariidae	Loricariichthys	sp. 1	CV2-473	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0305-KATP3.JPG	
DSC_0305-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Moenkhausia	collettii	CV1-188	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0305-MAP1.JPG	
DSC_0306-KATP3-DSC_0307-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Loricariidae	Sturisoma	nigrirostrum	CV2-474	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0307-KATP3.JPG	
DSC_0306-KATP3-DSC_0307-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Loricariidae	Sturisoma	nigrirostrum	CV2-474	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0307-KATP3.JPG	
DSC_0306-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Knodus	caquetae	CV1-189	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0306-MAP1.JPG	
DSC_0307-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Phenacogaster	napoatilis	CV1-190	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0307-MAP1.JPG	
DSC_0308-KATP3-DSC_0309-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Loricariidae	Sturisoma	nigrirostrum	CV2-475	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0309-KATP3.JPG	
DSC_0308-KATP3-DSC_0309-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Loricariidae	Sturisoma	nigrirostrum	CV2-475	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0309-KATP3.JPG	
DSC_0308-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Knodus	caquetae	CV1-191	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0308-MAP1.JPG	
DSC_0309-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-192	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0309-MAP1.JPG	
DSC_0310-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Loricariidae	Limatulichthys	griseus	CV2-476	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0310-KATP3.JPG	
DSC_0311-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Cichlidae	Bujurquina	huallagae	CV2-477	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0311-KATP3.JPG	
DSC_0312-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Cichlidae	Crenicichla	reticulata	CV2-478	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0312-KATP3.JPG	
DSC_0312-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Apionichthys	sp. 1	CV1-193	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0312-MAP1.JPG	
DSC_0313-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Callichthyidae	Corydoras	pastazensis	CV2-479	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0313-KATP3.JPG	
DSC_0313-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-194	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0313-MAP1.JPG	
DSC_0314-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Trichomycteridae	Ochmacanthus 	reinhardtii 	CV2-480	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0314-KATP3.JPG	
DSC_0314-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Knodus	caquetae	CV1-195	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0314-MAP1.JPG	
DSC_0315-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Trichomycteridae	Ochmacanthus 	reinhardtii 	CV2-481	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0315-KATP3.JPG	
DSC_0315-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Crenuchidae	Characidium	sp. 1	CV1-196	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0315-MAP1.JPG	
DSC_0316-HET2 DSC_0313-HET2	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/20/2018	Gymnotidae	Electrophorus	electricus	CV1-059	CV1-Mashumbara 	Hermogeno-T2	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0313-HET2.JPG	
DSC_0316-HET2 DSC_0313-HET2	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/20/2018	Gymnotidae	Electrophorus	electricus	CV1-059	CV1-Mashumbara 	Hermogeno-T2	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0313-HET2.JPG	
DSC_0316-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Trichomycteridae	Ochmacanthus 	reinhardtii 	CV2-482	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0316-KATP3.JPG	
DSC_0317-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Cichlidae	Bujurquina	huallagae	CV2-483	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0317-KATP3.JPG	
DSC_0318-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Loricariidae	Loricariichthys	sp. 1	CV2-484	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0318-KATP3.JPG	
DSC_0318-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Pimelodella	cf. hasemani	CV1-197	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0318-MAP1.JPG	
DSC_0319-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Loricariidae	Loricariichthys	sp. 1	CV2-485	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0319-KATP3.JPG	
DSC_0319-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Imparfinis	cf. stictonotus	CV1-198	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0319-MAP1.JPG	
DSC_0320-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Loricariidae	Loricariichthys	sp. 1	CV2-486	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0320-KATP3.JPG	
DSC_0320-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Crenuchidae	Characidium	sp. 1	CV1-199	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0320-MAP1.JPG	
DSC_0321-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Cichlidae	Crenicichla	lucius	CV2-487	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0321-KATP3.JPG	
DSC_0321-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Loricariidae	Limatulichthys	griseus	CV1-200	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0321-MAP1.JPG	
DSC_0322-CV2-TRAMPA	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/29/2018	Cichlidae	Aequidens	tetramerus	CV2-498	CV2-Katirnaentsa	Katirnaentsa	Leo, Morgan, Antonio y Perciles 	Red de espera	DSC_0322-CV2-TRAMPA.JPG	
DSC_0322-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Callichthyidae	Corydoras	atropersonatus	CV2-488	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0322-KATP3.JPG	
DSC_0322-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Loricariidae	Limatulichthys	griseus	CV1-201	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0322-MAP1.JPG	
DSC_0323-KATP3	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/28/2018	Callichthyidae	Corydoras	atropersonatus	CV2-490	CV2-Katirnaentsa	Katirnaentsa-P3	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0323-KATP3.JPG	
DSC_0323-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Moenkhausia	oligolepis	CV1-202	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0323-MAP1.JPG	
DSC_0324-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-203	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0324-MAP1.JPG	
DSC_0325-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Callichthyidae	Corydoras	pastazensis	CV1-204	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0325-MAP1.JPG	
DSC_0326-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Callichthyidae	Corydoras	pastazensis	CV1-205	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0326-MAP1.JPG	
DSC_0327-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Callichthyidae	Corydoras	atropersonatus	CV1-206	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0327-MAP1.JPG	
DSC_0328-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Callichthyidae	Corydoras	atropersonatus	CV1-207	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0328-MAP1.JPG	
DSC_0329-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Callichthyidae	Corydoras	atropersonatus	CV1-208	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0329-MAP1.JPG	
DSC_0330-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Moenkhausia	intermedia	CV1-209	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0330-MAP1.JPG	
DSC_0331-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Pimelodella	cf. hasemani	CV1-210	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0331-MAP1.JPG	
DSC_0332-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Pimelodella	cf. hasemani	CV1-211	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0332-MAP1.JPG	
DSC_0333-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Knodus	caquetae	CV1-212	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0333-MAP1.JPG	
DSC_0334-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Moenkhausia	collettii	CV1-213	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0334-MAP1.JPG	
DSC_0335-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Crenuchidae	Characidium	sp. 1	CV1-214	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0335-MAP1.JPG	
DSC_0336-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Crenuchidae	Characidium	sp. 1	CV1-215	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0336-MAP1.JPG	
DSC_0337-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Imparfinis	cf. stictonotus	CV1-216	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0337-MAP1.JPG	
DSC_0338-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Imparfinis	cf. stictonotus	CV1-217	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0338-MAP1.JPG	
DSC_0339-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Imparfinis	cf. stictonotus	CV1-218	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0339-MAP1.JPG	
DSC_0340-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Imparfinis	cf. stictonotus	CV1-219	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0340-MAP1.JPG	
DSC_0341-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Imparfinis	cf. stictonotus	CV1-220	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0341-MAP1.JPG	
DSC_0342-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Pimelodella	sp. 1	CV1-221	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0342-MAP1.JPG	
DSC_0343-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Callichthyidae	Corydoras	atropersonatus	CV1-222	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0343-MAP1.JPG	
DSC_0344-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Hyphessobrycon	rosaceus	CV1-223	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0344-MAP1.JPG	
DSC_0345-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-224	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0345-MAP1.JPG	
DSC_0346-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Knodus	caquetae	CV1-225	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0346-MAP1.JPG	
DSC_0347-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-226	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0347-MAP1.JPG	
DSC_0348-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-227	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0348-MAP1.JPG	
DSC_0349-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-228	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0349-MAP1.JPG	
DSC_0350-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-229	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0350-MAP1.JPG	
DSC_0351-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-230	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0351-MAP1.JPG	
DSC_0352-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-231	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0352-MAP1.JPG	
DSC_0353-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-232	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0353-MAP1.JPG	
DSC_0354-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-233	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0354-MAP1.JPG	
DSC_0355-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-234	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0355-MAP1.JPG	
DSC_0356-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-235	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0356-MAP1.JPG	
DSC_0357-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-236	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0357-MAP1.JPG	
DSC_0358-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-237	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0358-MAP1.JPG	
DSC_0359-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-238	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0359-MAP1.JPG	
DSC_0360-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Creagrutus	beni	CV1-239	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0360-MAP1.JPG	
DSC_0361-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Pimelodella	sp. 1	CV1-240	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0361-MAP1.JPG	
DSC_0362-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Pimelodella	cf. cristata	CV1-241	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0362-MAP1.JPG	
DSC_0363-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Pimelodella	sp. 1	CV1-242	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0363-MAP1.JPG	
DSC_0364-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Characidae	Knodus	caquetae	CV1-243	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0364-MAP1.JPG	
DSC_0365-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Cichlidae	Apistogramma	aff. cruzi	CV1-244	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0365-MAP1.JPG	
DSC_0366-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Loricariidae	Limatulichthys	griseus	CV1-245	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0366-MAP1.JPG	
DSC_0367-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Loricariidae	Limatulichthys	griseus	CV1-246	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0367-MAP1.JPG	
DSC_0368-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Loricariidae	Sturisoma	nigrirostrum	CV1-247	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0368-MAP1.JPG	
DSC_0369-MAP1-DSC_0370-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Loricariidae	Pekoltia	sp. 1	CV1-248	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0370-MAP1.JPG	
DSC_0369-MAP1-DSC_0370-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Loricariidae	Pekoltia	sp. 1	CV1-248	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0370-MAP1.JPG	
DSC_0371-CHT1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/17/2018	Cichlidae	Apistogramma	aff. cruzi	CV1-014	CV1-Mashumbara 	Chapintsa-T1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0371-CHT1.JPG	
DSC_0372-MAP1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/21/2018	Heptapteridae	Pimelodella	sp. 1	CV1-249	CV1-Mashumbara 	Mashumbara-P1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0372-MAP1.JPG	
DSC_0373-CHT4 DSC_0374-CHT4	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/18/2018	Loricariidae	Ancistrus	sp. 1	CV1-032	CV1-Mashumbara 	Chapintsa-T4	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0374-CHT4.JPG	
DSC_0373-CHT4 DSC_0374-CHT4	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/18/2018	Loricariidae	Ancistrus	sp. 1	CV1-032	CV1-Mashumbara 	Chapintsa-T4	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0374-CHT4.JPG	
DSC_0441-HET1	Peces Morona Nov-2018/PECES CV1 Y CV2	Nikon 5300	11/20/2018	Cichlidae	Bujurquina	moriorum	CV1-050	CV1-Mashumbara 	Hermogeno-T1	Leo, Morgan, Antonio y Perciles 	Red de arrastre	DSC_0441-HET1.JPG	
