Codigo foto,Carpeta/Subcarpeta,Camara usada,Fecha,Familia,Genero,Especie,Nombre cientifico,Código/ ID del individuo*,Descripcion o Ubicacion,Quebrada-transecto,Colectores,Metodo de captura
DSC_1203-DSC_1204,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Heptapteridae,Pimelodella,sp. 2,Pimelodella sp. 2,P2-CV2QKATI-04,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1205-DSC_1206,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Knodus,kaquetae,Knodus kaquetae,P2-CV2QKATI-05,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1207-DSC_1208,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Knodus,kaquetae,Knodus kaquetae,P2-CV2QKATI-06,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1209-DSC_1210,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Phenacogaster,sp. 1,Phenacogaster sp. 1,P2-CV2QKATI-07,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1211-DSC_1212,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Knodus,kaquetae,Knodus kaquetae,P2-CV2QKATI-08,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1213-DSC_1214,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Microschemobrycon,sp. 1,Microschemobrycon sp. 1,P2-CV2QKATI-09,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1215-DSC_1216,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Hemigrammus,sp. 1,Hemigrammus sp. 1,P2-CV2QKATI-10,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1217-DSC_1218,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Microschemobrycon,sp. 1,Microschemobrycon sp. 1,P2-CV2QKATI-11,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1219-DSC_1220,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Knodus,kaquetae,Knodus kaquetae,P2-CV2QKATI-12,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1221-DSC_1222,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Brachychalcinus,nummus,Brachychalcinus nummus,P2-CV2QKATI-13,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1223-DSC_1224,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Phenacogaster,sp. 1,Phenacogaster sp. 1,P2-CV2QKATI-14,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1225-DSC_1226,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Cichlidae,Bujurquina,huallagae,Bujurquina huallagae,P2-CV2QKATI-15,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1227-DSC_1228,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Knodus,kaquetae,Knodus kaquetae,P2-CV2QKATI-16,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1229-DSC_1230,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Knodus,kaquetae,Knodus kaquetae,P2-CV2QKATI-17,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1231-DSC_1232,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,P2-CV2QKATI-18,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1233-DSC_1234,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Crenuchidae,Characidium,sp. 1,Characidium sp. 1,P2-CV2QKATI-19,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1235-DSC_1236,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Cichlidae,Crenicichla,reticulata,Crenicichla reticulata,P2-CV2QKATI-20,Katira,PM-02,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1237-DSC_1238,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,P3-CV2QKATI-01,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1239-DSC_1240,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,P3-CV2QKATI-02,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1241-DSC_1242,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,P3-CV2QKATI-03,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1243-DSC_1244,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Cichlidae,Crenicichla,lucius,Crenicichla lucius,P3-CV2QKATI-04,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1245-DSC_1246,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Cichlidae,Bujurquina,huallagae,Bujurquina huallagae,P3-CV2QKATI-05,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1247-DSC_1248,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,P3-CV2QKATI-06,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1249-DSC_1250,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Loricariidae,Lasiancistrus,schomburgkii,Lasiancistrus schomburgkii,P3-CV2QKATI-07,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1251-DSC_1252,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Loricariidae,Limatulichtys,griseus,Limatulichtys griseus,P3-CV2QKATI-08,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1253-DSC_1254,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Bryconops,caudomaculatus,Bryconops caudomaculatus,P3-CV2QKATI-09,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1255-DSC_1256,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Heptapteridae,Pimelodella,sp. 1,Pimelodella sp. 1,P3-CV2QKATI-10,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1257-DSC_1258,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,P3-CV2QKATI-11,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1259-DSC_1260,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Cichlidae,Bujurquina,huallagae,Bujurquina huallagae,P3-CV2QKATI-12,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1261-DSC_1262,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Loricariidae,Farlowella,platorynchus,Farlowella platorynchus,P3-CV2QKATI-13,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1263-DSC_1264,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Knodus,kaquetae,Knodus kaquetae,P3-CV2QKATI-14,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1265-DSC_1266,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Cichlidae,Bujurquina,huallagae,Bujurquina huallagae,P3-CV2QKATI-15,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1267-DSC_1268,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,P3-CV2QKATI-16,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1269-DSC_1270,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Loricariidae,Otocinclus,sp. 1,Otocinclus sp. 1,P3-CV2QKATI-17,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1271-DSC_1272,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Knodus,kaquetae,Knodus kaquetae,P3-CV2QKATI-18,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1273-DSC_1274,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Loricariidae,Farlowella,platorynchus,Farlowella platorynchus,P3-CV2QKATI-19,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1275-DSC_1276,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,P3-CV2QKATI-20,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1277-DSC_1278,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Cichlidae,Crenicichla,anthurus,Crenicichla anthurus,P3-CV2QKATI-21,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1279-DSC_1280,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Heptapteridae,Imparfinis,cf. stictonotus,Imparfinus cf. stictonotus,P3-CV2QKATI-22,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1281-DSC_1282,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Knodus,kaquetae,Knodus kaquetae,P3-CV2QKATI-23,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1283-DSC_1284,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Knodus,kaquetae,Knodus kaquetae,P3-CV2QKATI-24,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1285-DSC_1286,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Cichlidae,Apistogramma,sp. nov,Apistogramma sp. nov,P3-CV2QKATI-25,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1287-DSC_1288,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,P3-CV2QKATI-26,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1289-DSC_1290,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Knodus,kaquetae,Knodus kaquetae,P3-CV2QKATI-27,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1291-DSC_1292,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Crenuchidae,Characidium,cf. etheostoma,Characidium cf. etheostoma,P3-CV2QKATI-28,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1293-DSC_1294,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Cichlidae,Bujurquina,huallagae,Bujurquina huallagae,P3-CV2QKATI-29,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1295-DSC_1296,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Creagrutus,beni,Creagrutus beni,P3-CV2QKATI-30,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1297-DSC_1298,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Crenuchidae,Characidium,cf. etheostoma,Characidium cf. etheostoma,P3-CV2QKATI-31,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1299-DSC_1300,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Loricariidae,Rineloricaria,sp. 1,Rineloricaria sp. 1,P3-CV2QKATI-32,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1301-DSC_1302,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Crenuchidae,Characidium,cf. etheostoma,Characidium cf. etheostoma,P3-CV2QKATI-33,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1303-DSC_1304,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Knodus,kaquetae,Knodus kaquetae,P3-CV2QKATI-34,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1305-DSC_1306,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Crenuchidae,Characidium,cf. etheostoma,Characidium cf. etheostoma,P3-CV2QKATI-35,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1307-DSC_1308,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Loricariidae,Otocinclus,sp. 1,Otocinclus sp. 1,P3-CV2QKATI-36,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1309-DSC_1310,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Loricariidae,Otocinclus,hoppei,Otocinclus hoppei,P3-CV2QKATI-37,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_1311-DSC_1312,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Characidae,Microschemobrycon,sp. 1,Microschemobrycon sp. 1,P3-CV2QKATI-38,Katira,PM-03,"Leo, Morgan, Esau, Perciles",Red de arrastre
DSC_0792 - DSC_0793,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Cichlidae,Crenicichla,proteus,Crenicichla proteus,KACV2-01,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_0794 - DSC_0795,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Anostomidae,Leporinus,fridereci,Leporinus fridereci,KACV2-02,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_0796 - DSC_0797,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Erythrinidae,Hoplias,malabaricus,Hoplias malabaricus,KACV2-03,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_0798 - DSC_0799,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Erythrinidae,Hoplias,malabaricus,Hoplias malabaricus,KACV2-04,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_0800 - DSC_0801,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Erythrinidae,Hoplias,malabaricus,Hoplias malabaricus,KACV2-05,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_0802 - DSC_0803,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Erythrinidae,Hoplias,malabaricus,Hoplias malabaricus,KACV2-06,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_0800 - DSC_0803,"Morona 3ra entrada 2019,nov",Nikon D 3500,Fri Nov 29 00:00:00 EST 2019,Curimatidae,Steindachnerina,guentheri,Steindachnerina guentheri,KACV2-07,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_1083 - DSC_1084,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Erythrinidae,Hoplias,malabaricus,Hoplias malabaricus,KACV2-08,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_1085 - DSC_1086,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Serrasalmidae,Serrasalmus,rhombeus,Serrasalmus rhombeus,KACV2-09,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_1087 - DSC_1088,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Anostomidae,Rhytiodus,argenteofuscus,Rhytiodus argenteofuscus,KACV2-10,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_1089 - DSC_1090,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Erythrinidae,Hoplias,malabaricus,Hoplias malabaricus,KACV2-11,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_1091 - DSC_1092,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Erythrinidae,Hoplias,malabaricus,Hoplias malabaricus,KACV2-12,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_1093 - DSC_1094,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Erythrinidae,Hoplias,malabaricus,Hoplias malabaricus,KACV2-13,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_1095 - DSC_1096,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sat Nov 30 00:00:00 EST 2019,Loricariidae,Loricaria,sp. 1,Loricaria sp. 1,KACV2-14,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_1185 - DSC_1186,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Erythrinidae,Hoplias,malabaricus,Hoplias malabaricus,KACV2-15,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_1187 - DSC_1188,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Anostomidae,Leporinus,fridereci,Leporinus fridereci,KACV2-16,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_1189 - DSC_1190,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Erythrinidae,Hoplias,malabaricus,Hoplias malabaricus,KACV2-17,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_1191 - DSC_1192,"Morona 3ra entrada 2019,nov",Nikon D 3500,Sun Dec 01 00:00:00 EST 2019,Acestrorhynchidae,Acestrorhynchus,falcatus,Acestrorhynchus falcatus,KACV2-18,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_1313 - DSC_1316,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Dec 02 00:00:00 EST 2019,Loricariidae,Pterygoplichthys,sp. 1,Pterygoplichthys sp. 1,KACV2-19,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
DSC_1313 - DSC_1317,"Morona 3ra entrada 2019,nov",Nikon D 3500,Mon Dec 02 00:00:00 EST 2019,Loricariidae,Pterygoplichthys,sp. 1,Pterygoplichthys sp. 1,KACV2-20,katira,CV2-trampa,"Leo, Morgan, Esau, Perciles",Red de espera 
